tentativa_id,pedido_id,dia,horario,metodo,status,valor,canal,codigo_erro
"19-0711","19-0711","2026-09-19","15:06:00","pix","aprovado","100","web",""
"19-0712","19-0712","2026-09-19","15:06:00","pix","aprovado","100","app",""
"19-0713","19-0713","2026-09-19","15:07:00","pix","aprovado","100","web",""
"19-0714","19-0714","2026-09-19","15:07:00","pix","aprovado","100","app",""
"19-0715","19-0715","2026-09-19","15:08:00","pix","aprovado","100","web",""
"19-0716","19-0716","2026-09-19","15:09:00","pix","aprovado","100","app",""
"19-0717","19-0717","2026-09-19","15:09:00","pix","aprovado","100","web",""
"19-0718","19-0718","2026-09-19","15:10:00","pix","aprovado","100","app",""
"19-0719","19-0719","2026-09-19","15:10:00","pix","aprovado","100","web",""
"19-0720","19-0720","2026-09-19","15:11:00","pix","aprovado","100","app",""
"19-0721","19-0721","2026-09-19","15:12:00","pix","aprovado","100","web",""
"19-0722","19-0722","2026-09-19","15:12:00","pix","aprovado","100","app",""
"19-0723","19-0723","2026-09-19","15:13:00","pix","aprovado","100","web",""
"19-0724","19-0724","2026-09-19","15:13:00","pix","aprovado","100","app",""
"19-0725","19-0725","2026-09-19","15:14:00","pix","aprovado","100","web",""
"19-0726","19-0726","2026-09-19","15:15:00","pix","aprovado","100","app",""
"19-0727","19-0727","2026-09-19","15:15:00","pix","aprovado","100","web",""
"19-0728","19-0728","2026-09-19","15:16:00","pix","aprovado","100","app",""
"19-0729","19-0729","2026-09-19","15:16:00","pix","aprovado","100","web",""
"19-0730","19-0730","2026-09-19","15:17:00","pix","aprovado","100","app",""
"19-0731","19-0731","2026-09-19","15:18:00","pix","aprovado","100","web",""
"19-0732","19-0732","2026-09-19","15:18:00","pix","aprovado","100","app",""
"19-0733","19-0733","2026-09-19","15:19:00","pix","aprovado","100","web",""
"19-0734","19-0734","2026-09-19","15:19:00","pix","aprovado","100","app",""
"19-0735","19-0735","2026-09-19","15:20:00","pix","aprovado","100","web",""
"19-0736","19-0736","2026-09-19","15:21:00","pix","aprovado","100","app",""
"19-0737","19-0737","2026-09-19","15:21:00","pix","aprovado","100","web",""
"19-0738","19-0738","2026-09-19","15:22:00","pix","aprovado","100","app",""
"19-0739","19-0739","2026-09-19","15:22:00","pix","aprovado","100","web",""
"19-0740","19-0740","2026-09-19","15:23:00","pix","aprovado","100","app",""
"19-0741","19-0741","2026-09-19","15:24:00","pix","aprovado","100","web",""
"19-0742","19-0742","2026-09-19","15:24:00","pix","aprovado","100","app",""
"19-0743","19-0743","2026-09-19","15:25:00","pix","aprovado","100","web",""
"19-0744","19-0744","2026-09-19","15:25:00","pix","aprovado","100","app",""
"19-0745","19-0745","2026-09-19","15:26:00","pix","aprovado","100","web",""
"19-0746","19-0746","2026-09-19","15:27:00","pix","aprovado","100","app",""
"19-0747","19-0747","2026-09-19","15:27:00","pix","aprovado","100","web",""
"19-0748","19-0748","2026-09-19","15:28:00","pix","aprovado","100","app",""
"19-0749","19-0749","2026-09-19","15:28:00","pix","aprovado","100","web",""
"19-0750","19-0750","2026-09-19","15:29:00","pix","aprovado","100","app",""
"19-0751","19-0751","2026-09-19","15:30:00","pix","aprovado","100","web",""
"19-0752","19-0752","2026-09-19","15:30:00","pix","aprovado","100","app",""
"19-0753","19-0753","2026-09-19","15:31:00","pix","aprovado","100","web",""
"19-0754","19-0754","2026-09-19","15:31:00","pix","aprovado","100","app",""
"19-0755","19-0755","2026-09-19","15:32:00","pix","aprovado","100","web",""
"19-0756","19-0756","2026-09-19","15:33:00","pix","aprovado","100","app",""
"19-0757","19-0757","2026-09-19","15:33:00","pix","aprovado","100","web",""
"19-0758","19-0758","2026-09-19","15:34:00","pix","aprovado","100","app",""
"19-0759","19-0759","2026-09-19","15:34:00","pix","aprovado","100","web",""
"19-0760","19-0760","2026-09-19","15:35:00","pix","aprovado","100","app",""
"19-0761","19-0761","2026-09-19","15:36:00","pix","aprovado","100","web",""
"19-0762","19-0762","2026-09-19","15:36:00","pix","aprovado","100","app",""
"19-0763","19-0763","2026-09-19","15:37:00","pix","aprovado","100","web",""
"19-0764","19-0764","2026-09-19","15:37:00","pix","aprovado","100","app",""
"19-0765","19-0765","2026-09-19","15:38:00","pix","aprovado","100","web",""
"19-0766","19-0766","2026-09-19","15:39:00","pix","aprovado","100","app",""
"19-0767","19-0767","2026-09-19","15:39:00","pix","aprovado","100","web",""
"19-0768","19-0768","2026-09-19","15:40:00","pix","aprovado","100","app",""
"19-0769","19-0769","2026-09-19","15:40:00","pix","aprovado","100","web",""
"19-0770","19-0770","2026-09-19","15:41:00","pix","aprovado","100","app",""
"19-0771","19-0771","2026-09-19","15:42:00","pix","aprovado","100","web",""
"19-0772","19-0772","2026-09-19","15:42:00","pix","aprovado","100","app",""
"19-0773","19-0773","2026-09-19","15:43:00","pix","aprovado","100","web",""
"19-0774","19-0774","2026-09-19","15:43:00","pix","aprovado","100","app",""
"19-0775","19-0775","2026-09-19","15:44:00","pix","aprovado","100","web",""
"19-0776","19-0776","2026-09-19","15:45:00","pix","aprovado","100","app",""
"19-0777","19-0777","2026-09-19","15:45:00","pix","aprovado","100","web",""
"19-0778","19-0778","2026-09-19","15:46:00","pix","aprovado","100","app",""
"19-0779","19-0779","2026-09-19","15:46:00","pix","aprovado","100","web",""
"19-0780","19-0780","2026-09-19","15:47:00","pix","aprovado","100","app",""
"19-0781","19-0781","2026-09-19","15:48:00","pix","aprovado","100","web",""
"19-0782","19-0782","2026-09-19","15:48:00","pix","aprovado","100","app",""
"19-0783","19-0783","2026-09-19","15:49:00","pix","aprovado","100","web",""
"19-0784","19-0784","2026-09-19","15:49:00","pix","aprovado","100","app",""
"19-0785","19-0785","2026-09-19","15:50:00","pix","aprovado","100","web",""
"19-0786","19-0786","2026-09-19","15:51:00","pix","aprovado","100","app",""
"19-0787","19-0787","2026-09-19","15:51:00","pix","aprovado","100","web",""
"19-0788","19-0788","2026-09-19","15:52:00","pix","aprovado","100","app",""
"19-0789","19-0789","2026-09-19","15:52:00","pix","aprovado","100","web",""
"19-0790","19-0790","2026-09-19","15:53:00","pix","aprovado","100","app",""
"19-0791","19-0791","2026-09-19","15:54:00","pix","aprovado","100","web",""
"19-0792","19-0792","2026-09-19","15:54:00","pix","aprovado","100","app",""
"19-0793","19-0793","2026-09-19","15:55:00","pix","aprovado","100","web",""
"19-0794","19-0794","2026-09-19","15:55:00","pix","aprovado","100","app",""
"19-0795","19-0795","2026-09-19","15:56:00","pix","aprovado","100","web",""
"19-0796","19-0796","2026-09-19","15:57:00","pix","aprovado","100","app",""
"19-0797","19-0797","2026-09-19","15:57:00","pix","aprovado","100","web",""
"19-0798","19-0798","2026-09-19","15:58:00","pix","aprovado","100","app",""
"19-0799","19-0799","2026-09-19","15:58:00","pix","aprovado","100","web",""
"19-0800","19-0800","2026-09-19","15:59:00","pix","aprovado","100","app",""
"19-0801","19-0801","2026-09-19","16:00:00","pix","aprovado","100","web",""
"19-0802","19-0802","2026-09-19","16:00:00","pix","aprovado","100","app",""
"19-0803","19-0803","2026-09-19","16:01:00","pix","aprovado","100","web",""
"19-0804","19-0804","2026-09-19","16:01:00","pix","aprovado","100","app",""
"19-0805","19-0805","2026-09-19","16:02:00","pix","aprovado","100","web",""
"19-0806","19-0806","2026-09-19","16:03:00","pix","aprovado","100","app",""
"19-0807","19-0807","2026-09-19","16:03:00","pix","aprovado","100","web",""
"19-0808","19-0808","2026-09-19","16:04:00","pix","aprovado","100","app",""
"19-0809","19-0809","2026-09-19","16:04:00","pix","aprovado","100","web",""
"19-0810","19-0810","2026-09-19","16:05:00","pix","aprovado","100","app",""
"19-0811","19-0811","2026-09-19","16:06:00","pix","aprovado","100","web",""
"19-0812","19-0812","2026-09-19","16:06:00","pix","aprovado","100","app",""
"19-0813","19-0813","2026-09-19","16:07:00","pix","aprovado","100","web",""
"19-0814","19-0814","2026-09-19","16:07:00","pix","aprovado","100","app",""
"19-0815","19-0815","2026-09-19","16:08:00","pix","aprovado","100","web",""
"19-0816","19-0816","2026-09-19","16:09:00","pix","aprovado","100","app",""
"19-0817","19-0817","2026-09-19","16:09:00","pix","aprovado","100","web",""
"19-0818","19-0818","2026-09-19","16:10:00","pix","aprovado","100","app",""
"19-0819","19-0819","2026-09-19","16:10:00","pix","aprovado","100","web",""
"19-0820","19-0820","2026-09-19","16:11:00","pix","aprovado","100","app",""
"19-0821","19-0821","2026-09-19","16:12:00","pix","aprovado","100","web",""
"19-0822","19-0822","2026-09-19","16:12:00","pix","aprovado","100","app",""
"19-0823","19-0823","2026-09-19","16:13:00","pix","aprovado","100","web",""
"19-0824","19-0824","2026-09-19","16:13:00","pix","aprovado","100","app",""
"19-0825","19-0825","2026-09-19","16:14:00","pix","aprovado","100","web",""
"19-0826","19-0826","2026-09-19","16:15:00","pix","aprovado","100","app",""
"19-0827","19-0827","2026-09-19","16:15:00","pix","aprovado","100","web",""
"19-0828","19-0828","2026-09-19","16:16:00","pix","aprovado","100","app",""
"19-0829","19-0829","2026-09-19","16:16:00","pix","aprovado","100","web",""
"19-0830","19-0830","2026-09-19","16:17:00","pix","aprovado","100","app",""
"19-0831","19-0831","2026-09-19","16:18:00","pix","aprovado","100","web",""
"19-0832","19-0832","2026-09-19","16:18:00","pix","aprovado","100","app",""
"19-0833","19-0833","2026-09-19","16:19:00","pix","aprovado","100","web",""
"19-0834","19-0834","2026-09-19","16:19:00","pix","aprovado","100","app",""
"19-0835","19-0835","2026-09-19","16:20:00","pix","aprovado","100","web",""
"19-0836","19-0836","2026-09-19","16:21:00","pix","aprovado","100","app",""
"19-0837","19-0837","2026-09-19","16:21:00","pix","aprovado","100","web",""
"19-0838","19-0838","2026-09-19","16:22:00","pix","aprovado","100","app",""
"19-0839","19-0839","2026-09-19","16:22:00","pix","aprovado","100","web",""
"19-0840","19-0840","2026-09-19","16:23:00","pix","aprovado","100","app",""
"19-0841","19-0841","2026-09-19","16:24:00","pix","aprovado","100","web",""
"19-0842","19-0842","2026-09-19","16:24:00","pix","aprovado","100","app",""
"19-0843","19-0843","2026-09-19","16:25:00","pix","aprovado","100","web",""
"19-0844","19-0844","2026-09-19","16:25:00","pix","aprovado","100","app",""
"19-0845","19-0845","2026-09-19","16:26:00","pix","aprovado","100","web",""
"19-0846","19-0846","2026-09-19","16:27:00","pix","aprovado","100","app",""
"19-0847","19-0847","2026-09-19","16:27:00","pix","aprovado","100","web",""
"19-0848","19-0848","2026-09-19","16:28:00","pix","aprovado","100","app",""
"19-0849","19-0849","2026-09-19","16:28:00","pix","aprovado","100","web",""
"19-0850","19-0850","2026-09-19","16:29:00","pix","aprovado","100","app",""
"19-0851","19-0851","2026-09-19","16:30:00","pix","aprovado","100","web",""
"19-0852","19-0852","2026-09-19","16:30:00","pix","aprovado","100","app",""
"19-0853","19-0853","2026-09-19","16:31:00","pix","aprovado","100","web",""
"19-0854","19-0854","2026-09-19","16:31:00","pix","aprovado","100","app",""
"19-0855","19-0855","2026-09-19","16:32:00","pix","aprovado","100","web",""
"19-0856","19-0856","2026-09-19","16:33:00","pix","aprovado","100","app",""
"19-0857","19-0857","2026-09-19","16:33:00","pix","aprovado","100","web",""
"19-0858","19-0858","2026-09-19","16:34:00","pix","aprovado","100","app",""
"19-0859","19-0859","2026-09-19","16:34:00","pix","aprovado","100","web",""
"19-0860","19-0860","2026-09-19","16:35:00","pix","aprovado","100","app",""
"19-0861","19-0861","2026-09-19","16:36:00","pix","aprovado","100","web",""
"19-0862","19-0862","2026-09-19","16:36:00","pix","aprovado","100","app",""
"19-0863","19-0863","2026-09-19","16:37:00","pix","aprovado","100","web",""
"19-0864","19-0864","2026-09-19","16:37:00","pix","aprovado","100","app",""
"19-0865","19-0865","2026-09-19","16:38:00","pix","aprovado","100","web",""
"19-0866","19-0866","2026-09-19","16:39:00","pix","aprovado","100","app",""
"19-0867","19-0867","2026-09-19","16:39:00","pix","aprovado","100","web",""
"19-0868","19-0868","2026-09-19","16:40:00","pix","aprovado","100","app",""
"19-0869","19-0869","2026-09-19","16:40:00","pix","aprovado","100","web",""
"19-0870","19-0870","2026-09-19","16:41:00","pix","aprovado","100","app",""
"19-0871","19-0871","2026-09-19","16:42:00","pix","aprovado","100","web",""
"19-0872","19-0872","2026-09-19","16:42:00","pix","aprovado","100","app",""
"19-0873","19-0873","2026-09-19","16:43:00","pix","aprovado","100","web",""
"19-0874","19-0874","2026-09-19","16:43:00","pix","aprovado","100","app",""
"19-0875","19-0875","2026-09-19","16:44:00","pix","aprovado","100","web",""
"19-0876","19-0876","2026-09-19","16:45:00","pix","aprovado","100","app",""
"19-0877","19-0877","2026-09-19","16:45:00","pix","aprovado","100","web",""
"19-0878","19-0878","2026-09-19","16:46:00","pix","aprovado","100","app",""
"19-0879","19-0879","2026-09-19","16:46:00","pix","aprovado","100","web",""
"19-0880","19-0880","2026-09-19","16:47:00","pix","aprovado","100","app",""
"19-0881","19-0881","2026-09-19","16:48:00","pix","aprovado","100","web",""
"19-0882","19-0882","2026-09-19","16:48:00","pix","aprovado","100","app",""
"19-0883","19-0883","2026-09-19","16:49:00","pix","aprovado","100","web",""
"19-0884","19-0884","2026-09-19","16:49:00","pix","aprovado","100","app",""
"19-0885","19-0885","2026-09-19","16:50:00","pix","aprovado","100","web",""
"19-0886","19-0886","2026-09-19","16:51:00","pix","aprovado","100","app",""
"19-0887","19-0887","2026-09-19","16:51:00","pix","aprovado","100","web",""
"19-0888","19-0888","2026-09-19","16:52:00","pix","aprovado","100","app",""
"19-0889","19-0889","2026-09-19","16:52:00","pix","aprovado","100","web",""
"19-0890","19-0890","2026-09-19","16:53:00","pix","aprovado","100","app",""
"19-0891","19-0891","2026-09-19","16:54:00","pix","aprovado","100","web",""
"19-0892","19-0892","2026-09-19","16:54:00","pix","aprovado","100","app",""
"19-0893","19-0893","2026-09-19","16:55:00","pix","aprovado","100","web",""
"19-0894","19-0894","2026-09-19","16:55:00","pix","aprovado","100","app",""
"19-0895","19-0895","2026-09-19","16:56:00","pix","aprovado","100","web",""
"19-0896","19-0896","2026-09-19","16:57:00","pix","aprovado","100","app",""
"19-0897","19-0897","2026-09-19","16:57:00","pix","aprovado","100","web",""
"19-0898","19-0898","2026-09-19","16:58:00","pix","aprovado","100","app",""
"19-0899","19-0899","2026-09-19","16:58:00","pix","aprovado","100","web",""
"19-0900","19-0900","2026-09-19","16:59:00","pix","aprovado","100","app",""
"19-0901","19-0901","2026-09-19","17:00:00","pix","aprovado","100","web",""
"19-0902","19-0902","2026-09-19","17:00:00","pix","aprovado","100","app",""
"19-0903","19-0903","2026-09-19","17:01:00","pix","aprovado","100","web",""
"19-0904","19-0904","2026-09-19","17:01:00","pix","aprovado","100","app",""
"19-0905","19-0905","2026-09-19","17:02:00","pix","aprovado","100","web",""
"19-0906","19-0906","2026-09-19","17:03:00","pix","aprovado","100","app",""
"19-0907","19-0907","2026-09-19","17:03:00","pix","aprovado","100","web",""
"19-0908","19-0908","2026-09-19","17:04:00","pix","aprovado","100","app",""
"19-0909","19-0909","2026-09-19","17:04:00","pix","aprovado","100","web",""
"19-0910","19-0910","2026-09-19","17:05:00","pix","aprovado","100","app",""
"19-0911","19-0911","2026-09-19","17:06:00","pix","aprovado","100","web",""
"19-0912","19-0912","2026-09-19","17:06:00","pix","aprovado","100","app",""
"19-0913","19-0913","2026-09-19","17:07:00","pix","aprovado","100","web",""
"19-0914","19-0914","2026-09-19","17:07:00","pix","aprovado","100","app",""
"19-0915","19-0915","2026-09-19","17:08:00","pix","aprovado","100","web",""
"19-0916","19-0916","2026-09-19","17:09:00","pix","aprovado","100","app",""
"19-0917","19-0917","2026-09-19","17:09:00","pix","aprovado","100","web",""
"19-0918","19-0918","2026-09-19","17:10:00","pix","aprovado","100","app",""
"19-0919","19-0919","2026-09-19","17:10:00","pix","aprovado","100","web",""
"19-0920","19-0920","2026-09-19","17:11:00","pix","aprovado","100","app",""
"19-0921","19-0921","2026-09-19","17:12:00","pix","aprovado","100","web",""
"19-0922","19-0922","2026-09-19","17:12:00","pix","aprovado","100","app",""
"19-0923","19-0923","2026-09-19","17:13:00","pix","aprovado","100","web",""
"19-0924","19-0924","2026-09-19","17:13:00","pix","aprovado","100","app",""
"19-0925","19-0925","2026-09-19","17:14:00","pix","aprovado","100","web",""
"19-0926","19-0926","2026-09-19","17:15:00","pix","aprovado","100","app",""
"19-0927","19-0927","2026-09-19","17:15:00","pix","aprovado","100","web",""
"19-0928","19-0928","2026-09-19","17:16:00","pix","aprovado","100","app",""
"19-0929","19-0929","2026-09-19","17:16:00","pix","aprovado","100","web",""
"19-0930","19-0930","2026-09-19","17:17:00","pix","aprovado","100","app",""
"19-0931","19-0931","2026-09-19","17:18:00","pix","aprovado","100","web",""
"19-0932","19-0932","2026-09-19","17:18:00","pix","aprovado","100","app",""
"19-0933","19-0933","2026-09-19","17:19:00","pix","aprovado","100","web",""
"19-0934","19-0934","2026-09-19","17:19:00","pix","aprovado","100","app",""
"19-0935","19-0935","2026-09-19","17:20:00","pix","aprovado","100","web",""
"19-0936","19-0936","2026-09-19","17:21:00","pix","aprovado","100","app",""
"19-0937","19-0937","2026-09-19","17:21:00","pix","aprovado","100","web",""
"19-0938","19-0938","2026-09-19","17:22:00","pix","aprovado","100","app",""
"19-0939","19-0939","2026-09-19","17:22:00","pix","aprovado","100","web",""
"19-0940","19-0940","2026-09-19","17:23:00","pix","aprovado","100","app",""
"19-0941","19-0941","2026-09-19","17:24:00","pix","aprovado","100","web",""
"19-0942","19-0942","2026-09-19","17:24:00","pix","aprovado","100","app",""
"19-0943","19-0943","2026-09-19","17:25:00","pix","aprovado","100","web",""
"19-0944","19-0944","2026-09-19","17:25:00","pix","aprovado","100","app",""
"19-0945","19-0945","2026-09-19","17:26:00","pix","aprovado","100","web",""
"19-0946","19-0946","2026-09-19","17:27:00","pix","aprovado","100","app",""
"19-0947","19-0947","2026-09-19","17:27:00","pix","aprovado","100","web",""
"19-0948","19-0948","2026-09-19","17:28:00","pix","aprovado","100","app",""
"19-0949","19-0949","2026-09-19","17:28:00","pix","aprovado","100","web",""
"19-0950","19-0950","2026-09-19","17:29:00","pix","aprovado","100","app",""
"19-0951","19-0951","2026-09-19","17:30:00","pix","aprovado","100","web",""
"19-0952","19-0952","2026-09-19","17:30:00","pix","aprovado","100","app",""
"19-0953","19-0953","2026-09-19","17:31:00","pix","aprovado","100","web",""
"19-0954","19-0954","2026-09-19","17:31:00","pix","aprovado","100","app",""
"19-0955","19-0955","2026-09-19","17:32:00","pix","aprovado","100","web",""
"19-0956","19-0956","2026-09-19","17:33:00","pix","aprovado","100","app",""
"19-0957","19-0957","2026-09-19","17:33:00","pix","aprovado","100","web",""
"19-0958","19-0958","2026-09-19","17:34:00","pix","aprovado","100","app",""
"19-0959","19-0959","2026-09-19","17:34:00","pix","aprovado","100","web",""
"19-0960","19-0960","2026-09-19","17:35:00","pix","aprovado","100","app",""
"19-0961","19-0961","2026-09-19","17:36:00","pix","falhou","100","web","RECUSADO"
"19-0962","19-0962","2026-09-19","17:36:00","pix","falhou","100","app","RECUSADO"
"19-0963","19-0963","2026-09-19","17:37:00","pix","falhou","100","web","RECUSADO"
"19-0964","19-0964","2026-09-19","17:37:00","pix","falhou","100","app","RECUSADO"
"19-0965","19-0965","2026-09-19","17:38:00","pix","falhou","100","web","RECUSADO"
"19-0966","19-0966","2026-09-19","17:39:00","pix","falhou","100","app","RECUSADO"
"19-0967","19-0967","2026-09-19","17:39:00","pix","falhou","100","web","RECUSADO"
"19-0968","19-0968","2026-09-19","17:40:00","pix","falhou","100","app","RECUSADO"
"19-0969","19-0969","2026-09-19","17:40:00","pix","falhou","100","web","RECUSADO"
"19-0970","19-0970","2026-09-19","17:41:00","pix","falhou","100","app","RECUSADO"
"19-0971","19-0971","2026-09-19","17:42:00","pix","falhou","100","web","RECUSADO"
"19-0972","19-0972","2026-09-19","17:42:00","pix","falhou","100","app","RECUSADO"
"19-0973","19-0973","2026-09-19","17:43:00","pix","falhou","100","web","RECUSADO"
"19-0974","19-0974","2026-09-19","17:43:00","pix","falhou","100","app","RECUSADO"
"19-0975","19-0975","2026-09-19","17:44:00","pix","falhou","100","web","RECUSADO"
"19-0976","19-0976","2026-09-19","17:45:00","pix","falhou","100","app","RECUSADO"
"19-0977","19-0977","2026-09-19","17:45:00","pix","falhou","100","web","RECUSADO"
"19-0978","19-0978","2026-09-19","17:46:00","pix","falhou","100","app","RECUSADO"
"19-0979","19-0979","2026-09-19","17:46:00","pix","falhou","100","web","RECUSADO"
"19-0980","19-0980","2026-09-19","17:47:00","pix","falhou","100","app","RECUSADO"
"19-0981","19-0981","2026-09-19","17:48:00","pix","falhou","100","web","RECUSADO"
"19-0982","19-0982","2026-09-19","17:48:00","pix","falhou","100","app","RECUSADO"
"19-0983","19-0983","2026-09-19","17:49:00","pix","falhou","100","web","RECUSADO"
"19-0984","19-0984","2026-09-19","17:49:00","pix","falhou","100","app","RECUSADO"
"19-0985","19-0985","2026-09-19","17:50:00","pix","falhou","100","web","RECUSADO"
"19-0986","19-0986","2026-09-19","17:51:00","pix","falhou","100","app","RECUSADO"
"19-0987","19-0987","2026-09-19","17:51:00","pix","falhou","100","web","RECUSADO"
"19-0988","19-0988","2026-09-19","17:52:00","pix","falhou","100","app","RECUSADO"
"19-0989","19-0989","2026-09-19","17:52:00","pix","falhou","100","web","RECUSADO"
"19-0990","19-0990","2026-09-19","17:53:00","pix","falhou","100","app","RECUSADO"
"19-0991","19-0991","2026-09-19","17:54:00","pix","falhou","100","web","RECUSADO"
"19-0992","19-0992","2026-09-19","17:54:00","pix","falhou","100","app","RECUSADO"
"19-0993","19-0993","2026-09-19","17:55:00","pix","falhou","100","web","RECUSADO"
"19-0994","19-0994","2026-09-19","17:55:00","pix","falhou","100","app","RECUSADO"
"19-0995","19-0995","2026-09-19","17:56:00","pix","falhou","100","web","RECUSADO"
"19-0996","19-0996","2026-09-19","17:57:00","pix","falhou","100","app","RECUSADO"
"19-0997","19-0997","2026-09-19","17:57:00","pix","falhou","100","web","RECUSADO"
"19-0998","19-0998","2026-09-19","17:58:00","pix","falhou","100","app","RECUSADO"
"19-0999","19-0999","2026-09-19","17:58:00","pix","falhou","100","web","RECUSADO"
"19-1000","19-1000","2026-09-19","17:59:00","pix","falhou","100","app","RECUSADO"
"20-0001","20-0001","2026-09-20","08:00:00","cartao","aprovado","100","web",""
"20-0002","20-0002","2026-09-20","08:00:00","cartao","aprovado","100","app",""
"20-0003","20-0003","2026-09-20","08:01:00","cartao","aprovado","100","web",""
"20-0004","20-0004","2026-09-20","08:01:00","cartao","aprovado","100","app",""
"20-0005","20-0005","2026-09-20","08:02:00","cartao","aprovado","100","web",""
"20-0006","20-0006","2026-09-20","08:03:00","cartao","aprovado","100","app",""
"20-0007","20-0007","2026-09-20","08:03:00","cartao","aprovado","100","web",""
"20-0008","20-0008","2026-09-20","08:04:00","cartao","aprovado","100","app",""
"20-0009","20-0009","2026-09-20","08:04:00","cartao","aprovado","100","web",""
"20-0010","20-0010","2026-09-20","08:05:00","cartao","aprovado","100","app",""
"20-0011","20-0011","2026-09-20","08:06:00","cartao","aprovado","100","web",""
"20-0012","20-0012","2026-09-20","08:06:00","cartao","aprovado","100","app",""
"20-0013","20-0013","2026-09-20","08:07:00","cartao","aprovado","100","web",""
"20-0014","20-0014","2026-09-20","08:07:00","cartao","aprovado","100","app",""
"20-0015","20-0015","2026-09-20","08:08:00","cartao","aprovado","100","web",""
"20-0016","20-0016","2026-09-20","08:09:00","cartao","aprovado","100","app",""
"20-0017","20-0017","2026-09-20","08:09:00","cartao","aprovado","100","web",""
"20-0018","20-0018","2026-09-20","08:10:00","cartao","aprovado","100","app",""
"20-0019","20-0019","2026-09-20","08:10:00","cartao","aprovado","100","web",""
"20-0020","20-0020","2026-09-20","08:11:00","cartao","aprovado","100","app",""
"20-0021","20-0021","2026-09-20","08:12:00","cartao","aprovado","100","web",""
"20-0022","20-0022","2026-09-20","08:12:00","cartao","aprovado","100","app",""
"20-0023","20-0023","2026-09-20","08:13:00","cartao","aprovado","100","web",""
"20-0024","20-0024","2026-09-20","08:13:00","cartao","aprovado","100","app",""
"20-0025","20-0025","2026-09-20","08:14:00","cartao","aprovado","100","web",""
"20-0026","20-0026","2026-09-20","08:15:00","cartao","aprovado","100","app",""
"20-0027","20-0027","2026-09-20","08:15:00","cartao","aprovado","100","web",""
"20-0028","20-0028","2026-09-20","08:16:00","cartao","aprovado","100","app",""
"20-0029","20-0029","2026-09-20","08:16:00","cartao","aprovado","100","web",""
"20-0030","20-0030","2026-09-20","08:17:00","cartao","aprovado","100","app",""
"20-0031","20-0031","2026-09-20","08:18:00","cartao","aprovado","100","web",""
"20-0032","20-0032","2026-09-20","08:18:00","cartao","aprovado","100","app",""
"20-0033","20-0033","2026-09-20","08:19:00","cartao","aprovado","100","web",""
"20-0034","20-0034","2026-09-20","08:19:00","cartao","aprovado","100","app",""
"20-0035","20-0035","2026-09-20","08:20:00","cartao","aprovado","100","web",""
"20-0036","20-0036","2026-09-20","08:21:00","cartao","aprovado","100","app",""
"20-0037","20-0037","2026-09-20","08:21:00","cartao","aprovado","100","web",""
"20-0038","20-0038","2026-09-20","08:22:00","cartao","aprovado","100","app",""
"20-0039","20-0039","2026-09-20","08:22:00","cartao","aprovado","100","web",""
"20-0040","20-0040","2026-09-20","08:23:00","cartao","aprovado","100","app",""
"20-0041","20-0041","2026-09-20","08:24:00","cartao","aprovado","100","web",""
"20-0042","20-0042","2026-09-20","08:24:00","cartao","aprovado","100","app",""
"20-0043","20-0043","2026-09-20","08:25:00","cartao","aprovado","100","web",""
"20-0044","20-0044","2026-09-20","08:25:00","cartao","aprovado","100","app",""
"20-0045","20-0045","2026-09-20","08:26:00","cartao","aprovado","100","web",""
"20-0046","20-0046","2026-09-20","08:27:00","cartao","aprovado","100","app",""
"20-0047","20-0047","2026-09-20","08:27:00","cartao","aprovado","100","web",""
"20-0048","20-0048","2026-09-20","08:28:00","cartao","aprovado","100","app",""
"20-0049","20-0049","2026-09-20","08:28:00","cartao","aprovado","100","web",""
"20-0050","20-0050","2026-09-20","08:29:00","cartao","aprovado","100","app",""
"20-0051","20-0051","2026-09-20","08:30:00","cartao","aprovado","100","web",""
"20-0052","20-0052","2026-09-20","08:30:00","cartao","aprovado","100","app",""
"20-0053","20-0053","2026-09-20","08:31:00","cartao","aprovado","100","web",""
"20-0054","20-0054","2026-09-20","08:31:00","cartao","aprovado","100","app",""
"20-0055","20-0055","2026-09-20","08:32:00","cartao","aprovado","100","web",""
"20-0056","20-0056","2026-09-20","08:33:00","cartao","aprovado","100","app",""
"20-0057","20-0057","2026-09-20","08:33:00","cartao","aprovado","100","web",""
"20-0058","20-0058","2026-09-20","08:34:00","cartao","aprovado","100","app",""
"20-0059","20-0059","2026-09-20","08:34:00","cartao","aprovado","100","web",""
"20-0060","20-0060","2026-09-20","08:35:00","cartao","aprovado","100","app",""
"20-0061","20-0061","2026-09-20","08:36:00","cartao","aprovado","100","web",""
"20-0062","20-0062","2026-09-20","08:36:00","cartao","aprovado","100","app",""
"20-0063","20-0063","2026-09-20","08:37:00","cartao","aprovado","100","web",""
"20-0064","20-0064","2026-09-20","08:37:00","cartao","aprovado","100","app",""
"20-0065","20-0065","2026-09-20","08:38:00","cartao","aprovado","100","web",""
"20-0066","20-0066","2026-09-20","08:39:00","cartao","aprovado","100","app",""
"20-0067","20-0067","2026-09-20","08:39:00","cartao","aprovado","100","web",""
"20-0068","20-0068","2026-09-20","08:40:00","cartao","aprovado","100","app",""
"20-0069","20-0069","2026-09-20","08:40:00","cartao","aprovado","100","web",""
"20-0070","20-0070","2026-09-20","08:41:00","cartao","aprovado","100","app",""
